city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,rent_amount,property_tax
Porto Alegre,109,3,1,1,5,acept,not furnished,500,1400,42
Rio de Janeiro,260,4,1,2,5,acept,furnished,3800,15000,1167
São Paulo,154,3,3,2,12,acept,furnished,1042,2000,0
Belo Horizonte,55,1,1,0,0,not acept,not furnished,0,1020,21
São Paulo,49,2,2,1,8,acept,not furnished,632,2400,55
São Paulo,56,1,1,0,2,acept,furnished,0,8000,280
Campinas,67,2,1,1,2,acept,not furnished,500,1230,42
São Paulo,160,4,4,0,9,acept,furnished,1300,3175,787
Porto Alegre,118,3,2,1,3,acept,not furnished,300,1800,50
Belo Horizonte,47,2,1,1,6,acept,not furnished,350,1480,75
São Paulo,132,3,4,3,2,not acept,not furnished,2137,2980,520
Porto Alegre,47,1,1,0,20,acept,not furnished,280,755,27
Campinas,60,3,2,1,13,not acept,not furnished,340,1700,120
São Paulo,250,4,5,0,14,acept,not furnished,3392,7880,1566
Porto Alegre,400,3,4,5,0,acept,furnished,0,8500,309
Rio de Janeiro,28,1,1,0,4,acept,furnished,484,2200,0
São Paulo,300,3,4,2,9,acept,furnished,2000,14000,1084
São Paulo,78,2,1,2,9,acept,furnished,0,5900,0
São Paulo,56,2,1,0,3,acept,not furnished,250,1800,41
São Paulo,110,2,2,0,4,acept,furnished,1356,3360,248
São Paulo,65,2,2,1,7,acept,not furnished,630,1800,25
Belo Horizonte,59,3,1,1,1,acept,not furnished,100,1018,63
São Paulo,20,1,1,0,1,acept,furnished,602,1800,130
São Paulo,65,3,1,1,11,acept,not furnished,510,1800,0
São Paulo,235,4,4,4,5,acept,furnished,3330,14900,1417
São Paulo,137,2,3,2,1,acept,not furnished,2800,14000,542
Belo Horizonte,28,1,1,0,0,not acept,furnished,550,1100,0
São Paulo,50,1,1,1,0,not acept,not furnished,0,1500,80
São Paulo,120,3,1,4,0,acept,not furnished,0,3500,234
São Paulo,80,2,1,0,0,not acept,not furnished,0,1576,125
Rio de Janeiro,82,3,1,0,3,not acept,furnished,460,2700,50
São Paulo,160,3,2,1,0,acept,not furnished,0,4700,0
São Paulo,51,1,1,0,1,acept,furnished,785,2350,150
São Paulo,56,2,1,0,0,acept,not furnished,200,1400,0
São Paulo,170,3,4,0,14,acept,furnished,2200,4000,800
São Paulo,300,4,5,4,19,acept,not furnished,3150,3800,1630
São Paulo,60,2,1,1,11,acept,furnished,500,3400,23
Rio de Janeiro,50,1,1,1,2,acept,not furnished,470,990,19
São Paulo,250,5,6,2,0,acept,not furnished,0,9000,717
Rio de Janeiro,80,2,2,2,12,acept,not furnished,900,935,100
São Paulo,20,1,1,0,0,acept,furnished,602,1800,130
Rio de Janeiro,110,2,1,1,6,not acept,not furnished,1200,3800,250
Belo Horizonte,430,4,5,3,0,acept,not furnished,0,6000,0
Belo Horizonte,144,4,3,3,14,not acept,furnished,1050,4500,390
São Paulo,80,2,1,1,1,acept,not furnished,875,24000,0
Campinas,30,1,1,0,5,acept,not furnished,280,580,12
São Paulo,163,2,3,2,18,acept,furnished,1464,8000,470
Belo Horizonte,80,2,2,2,9,acept,not furnished,400,2600,113
São Paulo,300,5,4,7,0,acept,not furnished,0,15000,2292
Belo Horizonte,544,4,3,7,0,acept,not furnished,0,3200,250
Belo Horizonte,95,3,2,2,4,not acept,not furnished,666,1800,134
Porto Alegre,65,2,1,0,1,acept,not furnished,355,1030,24
Belo Horizonte,305,4,5,5,26,acept,not furnished,5071,14000,2241
Belo Horizonte,103,2,2,2,1,not acept,not furnished,400,1200,100
São Paulo,135,3,2,2,3,acept,not furnished,1650,2300,775
São Paulo,200,3,4,2,13,acept,not furnished,1900,7000,677
Rio de Janeiro,47,2,2,1,12,acept,not furnished,500,1000,40
Rio de Janeiro,35,1,1,0,3,acept,not furnished,310,700,80
Campinas,44,2,1,1,2,acept,not furnished,244,1000,0
São Paulo,82,2,1,1,5,acept,not furnished,860,3400,0
São Paulo,50,1,1,1,0,not acept,not furnished,0,900,21
Belo Horizonte,360,4,3,3,0,acept,not furnished,0,3300,171
Porto Alegre,95,3,2,2,2,acept,not furnished,350,2500,71
São Paulo,83,2,3,2,8,acept,not furnished,1555,3200,735
São Paulo,60,1,1,1,6,acept,not furnished,683,2100,0
São Paulo,122,3,2,1,9,acept,not furnished,1766,5800,279
São Paulo,150,3,4,4,14,acept,not furnished,1076,7925,651
Campinas,450,5,4,8,0,acept,not furnished,0,3460,400
Porto Alegre,58,2,1,1,4,acept,not furnished,350,1000,47
São Paulo,380,4,2,4,0,acept,not furnished,0,4600,700
Belo Horizonte,430,4,5,3,7,acept,not furnished,1945,8000,528
Porto Alegre,280,3,5,2,3,acept,furnished,729,5280,500
Belo Horizonte,580,5,6,5,0,not acept,not furnished,0,15000,1153
Porto Alegre,98,2,2,0,2,acept,not furnished,310,1100,38
São Paulo,40,1,1,1,2,not acept,not furnished,225,1080,65
Rio de Janeiro,50,2,1,1,2,not acept,furnished,328,2300,0
São Paulo,40,1,1,1,11,acept,furnished,1233,4065,202
Rio de Janeiro,75,4,4,1,9,not acept,furnished,700,4500,0
Rio de Janeiro,72,1,1,1,1,acept,not furnished,957,3500,239
São Paulo,429,5,4,6,0,acept,not furnished,0,12750,2312
São Paulo,380,4,2,0,0,acept,not furnished,0,8000,0
Belo Horizonte,72,3,1,1,3,not acept,not furnished,300,900,86
São Paulo,114,3,3,0,0,acept,not furnished,150,2600,171
São Paulo,100,3,2,4,0,acept,not furnished,0,3880,255
São Paulo,120,4,2,2,11,acept,not furnished,1630,4000,464
São Paulo,100,3,3,2,6,acept,not furnished,1250,5500,250
Porto Alegre,170,2,3,2,0,acept,not furnished,0,6500,292
São Paulo,62,1,2,1,4,acept,furnished,2400,12000,350
São Paulo,62,2,2,1,5,acept,not furnished,510,2500,158
São Paulo,94,2,3,2,18,not acept,not furnished,1600,4400,325
Rio de Janeiro,144,3,2,1,7,acept,furnished,1500,8200,622
Campinas,68,2,1,2,1,acept,not furnished,520,1200,74
Porto Alegre,42,1,1,0,5,not acept,furnished,290,2200,66
Porto Alegre,84,3,1,0,3,acept,furnished,70,1460,44
São Paulo,165,3,4,4,15,acept,not furnished,2000,10000,799
São Paulo,50,2,1,1,9,acept,not furnished,390,1072,0
Porto Alegre,65,2,1,1,3,not acept,furnished,400,1750,100
Campinas,52,1,1,1,8,not acept,furnished,1000,2300,50
São Paulo,136,3,3,2,12,acept,not furnished,738,3400,115
Belo Horizonte,75,2,1,1,3,not acept,not furnished,200,1100,62
São Paulo,212,3,5,3,7,acept,not furnished,2300,7000,1084
São Paulo,70,2,1,1,1,acept,not furnished,580,1400,52
São Paulo,57,2,1,1,5,acept,furnished,550,2300,63
São Paulo,128,2,3,3,9,acept,not furnished,2000,3900,500
São Paulo,62,2,2,1,1,not acept,not furnished,0,2350,0
São Paulo,140,3,3,2,0,acept,not furnished,0,3800,200
São Paulo,55,2,1,1,14,acept,not furnished,420,1399,0
São Paulo,130,3,2,1,8,acept,not furnished,2400,5500,209
São Paulo,82,3,2,2,4,not acept,not furnished,860,2600,209
São Paulo,100,3,2,1,5,acept,not furnished,1221,1200,38
São Paulo,122,2,2,2,10,acept,not furnished,1761,3950,640
Porto Alegre,87,2,1,0,2,acept,not furnished,300,1300,64
Belo Horizonte,70,2,1,2,4,acept,not furnished,290,780,0
Rio de Janeiro,123,3,2,1,1,acept,not furnished,2800,3700,237
Porto Alegre,91,3,2,2,3,acept,not furnished,400,3390,150
São Paulo,50,1,1,0,4,acept,not furnished,100,1100,0
São Paulo,189,4,3,3,14,acept,not furnished,3300,5780,440
Campinas,45,2,1,1,3,acept,not furnished,312,850,25
Rio de Janeiro,35,1,1,0,7,acept,furnished,560,1950,50
São Paulo,350,5,5,4,8,not acept,not furnished,3000,7200,1417
Belo Horizonte,73,1,1,0,13,not acept,not furnished,744,1460,142
São Paulo,35,2,1,1,0,acept,not furnished,125,2100,0
São Paulo,685,4,3,5,11,acept,not furnished,3960,13000,3120
São Paulo,140,5,2,1,1,acept,furnished,0,3999,200
São Paulo,78,3,3,2,10,acept,not furnished,639,2800,117
São Paulo,200,6,4,2,0,acept,not furnished,0,5600,4710
Porto Alegre,102,2,2,1,11,acept,furnished,1900,3000,259
Campinas,48,2,1,1,5,acept,not furnished,263,1000,66
São Paulo,84,3,2,1,3,not acept,furnished,741,2175,185
São Paulo,80,2,1,1,0,acept,not furnished,30,1300,40
São Paulo,391,4,5,2,15,acept,not furnished,2900,10000,1999
São Paulo,227,4,4,3,7,not acept,furnished,2000,15000,750
São Paulo,180,3,3,4,27,acept,not furnished,1800,6500,859
Belo Horizonte,178,4,4,4,1,acept,not furnished,1200,3900,409
São Paulo,105,1,1,2,29,not acept,not furnished,1300,8700,417
São Paulo,26,1,1,0,4,acept,furnished,400,4300,60
São Paulo,200,2,3,1,10,acept,not furnished,1750,4500,0
Belo Horizonte,78,2,2,2,3,acept,not furnished,150,1300,100
São Paulo,309,4,5,3,0,acept,not furnished,0,12000,734
Porto Alegre,66,3,2,1,11,acept,not furnished,400,1500,40
Rio de Janeiro,20,1,1,0,11,not acept,furnished,0,1650,0
Campinas,35,1,1,1,13,acept,not furnished,475,750,32
São Paulo,130,2,4,3,2,acept,not furnished,1800,6000,667
São Paulo,120,3,1,0,1,acept,not furnished,0,1210,207
Rio de Janeiro,75,2,2,0,1,not acept,not furnished,670,2200,59
São Paulo,120,3,3,2,23,not acept,not furnished,1500,7300,400
Rio de Janeiro,65,2,1,1,1,acept,furnished,0,1530,0
São Paulo,20,1,1,0,0,acept,furnished,602,1800,130
São Paulo,62,3,1,2,1,acept,not furnished,750,1400,156
São Paulo,129,3,4,2,8,acept,not furnished,1800,3000,600
São Paulo,70,2,2,4,0,acept,not furnished,0,3000,190
Rio de Janeiro,38,1,1,0,12,not acept,not furnished,600,1700,82
Porto Alegre,120,3,3,3,7,acept,not furnished,800,5000,0
São Paulo,180,2,3,2,0,acept,not furnished,0,3150,301
São Paulo,82,1,1,2,1,acept,not furnished,1650,8000,267
Belo Horizonte,58,2,2,2,7,acept,not furnished,304,1400,100
São Paulo,52,2,1,1,3,not acept,not furnished,450,2400,78
São Paulo,67,2,1,0,3,acept,not furnished,385,1300,56
Belo Horizonte,100,3,1,1,2,acept,not furnished,0,2900,301
São Paulo,570,4,5,4,14,acept,not furnished,3800,10870,2016
São Paulo,54,2,1,1,1,acept,not furnished,280,2200,0
Campinas,150,4,2,0,0,acept,not furnished,0,2500,184
São Paulo,32,1,1,1,11,acept,furnished,652,3870,42
São Paulo,127,3,2,2,1,acept,not furnished,0,5000,250
Porto Alegre,58,2,1,1,0,acept,not furnished,170,800,24
São Paulo,230,3,2,2,0,acept,furnished,0,4590,309
São Paulo,60,1,1,0,0,not acept,not furnished,0,1600,192
Porto Alegre,60,1,1,0,2,not acept,furnished,100,1170,0
São Paulo,245,3,5,4,13,acept,furnished,2450,11500,1584
São Paulo,180,3,2,2,2,acept,not furnished,2500,7000,1200
Porto Alegre,42,1,1,1,2,acept,not furnished,280,900,19
Porto Alegre,41,1,1,0,5,acept,furnished,300,1090,84
Belo Horizonte,800,4,4,3,0,acept,not furnished,0,8000,834
Belo Horizonte,700,7,6,5,0,acept,not furnished,0,15000,1161
São Paulo,140,3,3,2,0,acept,not furnished,0,2300,0
Porto Alegre,222,4,3,2,13,acept,not furnished,2300,4000,200
Porto Alegre,122,3,3,2,2,acept,not furnished,600,2500,149
Rio de Janeiro,62,1,1,0,7,not acept,furnished,943,2700,156
São Paulo,107,2,2,0,6,not acept,not furnished,799,3150,0
Belo Horizonte,59,2,2,0,2,not acept,furnished,510,1400,112
Rio de Janeiro,40,1,1,0,4,acept,furnished,510,1360,1
Campinas,72,3,1,1,1,acept,furnished,470,1075,49
Belo Horizonte,400,4,6,4,15,acept,not furnished,1840,6000,668
São Paulo,84,2,3,2,25,acept,furnished,634,6900,165
Belo Horizonte,80,3,2,2,11,acept,not furnished,700,1800,167
São Paulo,90,2,2,0,0,acept,not furnished,0,1750,0
Belo Horizonte,413,4,4,0,1,acept,not furnished,2314,7900,692
São Paulo,120,4,4,1,0,acept,not furnished,0,4500,67
Belo Horizonte,66,2,1,1,3,acept,not furnished,200,1000,25
Rio de Janeiro,140,3,2,1,22,not acept,not furnished,732,3000,305
Belo Horizonte,190,4,2,2,4,acept,not furnished,970,3500,287
São Paulo,325,5,5,4,0,acept,not furnished,0,6000,420
Rio de Janeiro,60,2,2,0,15,acept,furnished,1640,2300,205
São Paulo,310,4,4,3,0,acept,not furnished,0,7000,675
São Paulo,100,2,2,2,6,acept,furnished,1700,6500,42
Campinas,120,2,1,0,3,acept,not furnished,830,1100,95
Belo Horizonte,52,2,1,1,4,not acept,not furnished,180,730,0
São Paulo,52,2,1,1,17,acept,not furnished,540,1100,45
Campinas,115,3,3,1,5,acept,not furnished,1035,1900,30
Rio de Janeiro,47,1,1,1,5,acept,not furnished,390,1000,0
São Paulo,66,2,1,1,8,not acept,not furnished,530,1780,0
São Paulo,100,2,1,2,0,acept,not furnished,0,1650,0
Porto Alegre,55,2,1,1,2,acept,not furnished,300,1319,75
São Paulo,200,3,4,3,20,not acept,furnished,2450,12000,1261
Campinas,51,2,1,1,1,not acept,not furnished,390,800,50
São Paulo,140,3,3,2,6,acept,not furnished,2420,2580,1000
Belo Horizonte,200,4,4,3,4,acept,not furnished,1200,4200,580
Porto Alegre,30,2,2,1,1,acept,not furnished,250,1275,50
Belo Horizonte,87,3,2,2,11,acept,not furnished,700,3500,125
Porto Alegre,100,3,2,1,6,acept,not furnished,1374,1800,211
São Paulo,48,1,1,1,8,not acept,not furnished,415,2000,0
Rio de Janeiro,40,1,1,1,20,not acept,not furnished,800,1160,91
Porto Alegre,78,2,2,1,4,acept,not furnished,700,2300,105
Porto Alegre,41,1,2,1,9,acept,not furnished,400,2800,67
São Paulo,200,3,4,3,5,acept,furnished,3249,5500,843
Belo Horizonte,234,3,3,3,0,acept,not furnished,0,8200,340
Rio de Janeiro,136,3,1,0,8,acept,furnished,2000,3000,0
São Paulo,250,3,4,4,18,acept,not furnished,2200,3300,852
Rio de Janeiro,125,3,2,1,8,not acept,furnished,1164,3000,250
São Paulo,86,2,1,0,0,acept,not furnished,0,1387,130
Porto Alegre,62,2,1,0,8,acept,not furnished,504,1100,32
São Paulo,120,3,2,2,0,acept,not furnished,0,3110,111
Campinas,61,1,1,0,8,acept,furnished,378,1900,43
Porto Alegre,160,3,2,1,5,acept,not furnished,1200,2500,170
Campinas,64,1,1,0,3,acept,not furnished,680,1100,50
Rio de Janeiro,70,3,2,1,7,acept,not furnished,1292,2100,94
Campinas,258,2,2,1,0,acept,not furnished,0,1400,67
Belo Horizonte,163,4,3,2,2,acept,not furnished,300,2300,136
São Paulo,360,4,5,4,8,acept,not furnished,3500,1700,1417
Rio de Janeiro,90,2,2,1,2,not acept,not furnished,1389,3973,422
São Paulo,50,1,1,0,0,acept,not furnished,0,1100,0
Rio de Janeiro,264,4,4,1,2,not acept,furnished,3200,7000,1067
Rio de Janeiro,70,2,1,0,5,acept,not furnished,950,2500,199
São Paulo,126,2,2,1,8,not acept,not furnished,889,3120,204
São Paulo,35,1,1,1,14,not acept,not furnished,450,2700,0
Porto Alegre,98,2,2,1,2,acept,not furnished,465,1300,54
Rio de Janeiro,47,2,1,1,4,acept,not furnished,466,1375,0
São Paulo,70,3,2,1,3,acept,not furnished,758,2000,109
Porto Alegre,85,3,3,0,0,not acept,not furnished,550,2500,72
Rio de Janeiro,90,2,2,1,4,acept,not furnished,1200,3800,253
São Paulo,250,3,4,3,8,acept,not furnished,2850,9000,834
Rio de Janeiro,160,4,2,0,0,acept,not furnished,0,6800,142
São Paulo,25,1,1,0,1,not acept,not furnished,0,1200,35
São Paulo,97,2,3,2,15,acept,not furnished,768,3300,243
São Paulo,33,1,1,0,15,not acept,not furnished,550,4000,0
Rio de Janeiro,66,2,1,1,3,acept,not furnished,477,1100,44
São Paulo,78,3,2,2,1,acept,not furnished,780,1540,230
São Paulo,248,3,4,3,10,acept,not furnished,2200,6000,742
São Paulo,163,3,2,1,1,acept,not furnished,1100,4000,84
São Paulo,332,5,4,3,17,acept,not furnished,3200,15000,1167
São Paulo,30,1,1,1,10,acept,furnished,730,1850,70
Rio de Janeiro,172,3,3,3,3,acept,not furnished,2000,5000,800
Belo Horizonte,100,3,2,0,0,acept,not furnished,0,1550,125
São Paulo,260,4,4,2,0,acept,not furnished,0,5200,184
São Paulo,432,5,7,6,21,acept,not furnished,3208,15000,3007
São Paulo,46,2,1,1,5,not acept,not furnished,600,1180,25
São Paulo,999,5,7,4,0,not acept,not furnished,100,15000,459
Belo Horizonte,274,6,6,2,0,acept,not furnished,0,9000,671
Rio de Janeiro,76,2,1,0,3,acept,not furnished,625,1000,50
Belo Horizonte,210,4,4,2,1,not acept,not furnished,1500,4200,283
São Paulo,400,4,5,4,0,acept,not furnished,3413,11000,2028
São Paulo,110,3,2,1,7,acept,not furnished,1200,1200,350
São Paulo,20,1,1,0,0,acept,furnished,602,1800,130
São Paulo,160,3,2,2,0,not acept,not furnished,0,3500,250
Rio de Janeiro,95,3,2,2,3,acept,not furnished,1200,5800,430
São Paulo,38,1,1,0,16,not acept,not furnished,188,2001,0
São Paulo,220,4,3,3,20,acept,furnished,2080,5500,1092
Belo Horizonte,396,4,5,6,0,acept,not furnished,0,10000,250
São Paulo,360,4,7,5,2,acept,not furnished,3900,3990,2505
Rio de Janeiro,25,1,1,0,4,acept,furnished,659,1910,0
São Paulo,120,3,2,8,0,acept,not furnished,0,3000,386
São Paulo,556,6,7,4,0,acept,not furnished,0,7500,1084
Belo Horizonte,100,3,1,1,0,acept,not furnished,0,1970,92
São Paulo,40,1,1,0,0,not acept,not furnished,0,780,17
Campinas,55,2,1,1,2,acept,not furnished,235,700,0
Rio de Janeiro,60,2,1,0,1,not acept,not furnished,500,2000,57
São Paulo,70,3,1,2,1,not acept,furnished,882,3200,140
São Paulo,52,2,1,1,7,acept,not furnished,616,1200,65
Rio de Janeiro,110,3,2,1,4,not acept,not furnished,788,2500,140
São Paulo,53,2,1,1,8,acept,not furnished,571,1800,22
São Paulo,188,1,3,2,10,not acept,not furnished,1180,8000,550
Porto Alegre,121,3,2,1,10,acept,not furnished,800,1900,200
São Paulo,80,1,1,1,0,not acept,not furnished,0,1300,84
Belo Horizonte,160,4,2,2,3,acept,not furnished,700,2700,305
São Paulo,285,4,5,4,6,acept,furnished,200000,20000,1834
São Paulo,70,2,1,0,0,acept,not furnished,0,1350,0
Campinas,53,2,2,1,0,acept,furnished,443,1900,54
Rio de Janeiro,320,3,6,3,9,acept,not furnished,2000,6490,900
Rio de Janeiro,96,2,2,2,7,acept,furnished,1320,7500,434
São Paulo,35,1,1,1,7,acept,not furnished,430,2100,0
Campinas,375,4,5,0,0,acept,not furnished,1200,10000,825
São Paulo,60,2,1,0,0,acept,not furnished,0,1700,245
Belo Horizonte,100,7,2,1,0,acept,not furnished,0,2800,28
Rio de Janeiro,82,2,1,0,0,acept,furnished,0,4950,59
São Paulo,57,1,1,0,9,acept,furnished,300,6000,17
São Paulo,485,5,6,6,23,acept,not furnished,5709,13000,2495
São Paulo,61,1,2,1,14,not acept,not furnished,444,1930,87
Rio de Janeiro,28,1,1,0,8,acept,not furnished,453,1009,0
São Paulo,130,3,2,1,8,not acept,furnished,1200,7500,417
Porto Alegre,119,3,1,0,3,acept,not furnished,560,2100,84
São Paulo,123,3,1,1,6,not acept,not furnished,2000,3800,348
Campinas,96,2,1,1,3,acept,furnished,671,1800,52
Rio de Janeiro,120,3,2,2,4,acept,not furnished,1950,5500,250
Rio de Janeiro,89,3,1,1,7,acept,not furnished,1100,2000,90
São Paulo,190,3,3,2,10,not acept,not furnished,2800,9000,888
Belo Horizonte,402,4,4,4,0,acept,furnished,0,7500,483
Rio de Janeiro,40,1,1,0,1,acept,not furnished,379,1180,0
São Paulo,210,4,3,3,11,acept,not furnished,1250,4000,750
São Paulo,77,2,2,1,8,acept,not furnished,840,3170,34
Belo Horizonte,65,3,1,1,3,not acept,not furnished,245,900,69
São Paulo,160,3,4,3,0,acept,not furnished,0,2770,475
Rio de Janeiro,80,2,3,1,15,acept,furnished,602,3100,240
Porto Alegre,110,3,2,0,3,not acept,furnished,370,2070,100
Porto Alegre,132,3,2,2,9,acept,furnished,1000,3350,167
Belo Horizonte,90,3,2,2,2,acept,not furnished,650,3500,325
Porto Alegre,50,2,1,1,2,acept,not furnished,100,1540,0
São Paulo,55,3,1,1,7,acept,furnished,600,1800,121
São Paulo,40,1,1,0,6,acept,not furnished,600,3480,142
Rio de Janeiro,38,2,2,1,10,acept,not furnished,1450,3200,200
São Paulo,50,2,1,1,0,acept,not furnished,510,1100,50
São Paulo,136,3,3,1,9,acept,not furnished,1530,7500,290
Rio de Janeiro,140,3,2,2,4,acept,not furnished,1450,2700,169
Rio de Janeiro,150,4,2,2,2,acept,not furnished,2900,9000,834
Belo Horizonte,65,2,2,1,4,acept,not furnished,255,1400,81
São Paulo,41,3,2,1,1,not acept,furnished,0,6500,0
São Paulo,180,3,3,1,0,acept,furnished,1785,6000,294
Porto Alegre,425,4,4,0,0,acept,not furnished,0,15000,750
Porto Alegre,70,2,1,1,3,acept,furnished,450,1800,63
São Paulo,460,6,6,4,0,acept,not furnished,0,6500,109
Rio de Janeiro,70,2,2,1,11,not acept,furnished,2800,6000,835
São Paulo,25,1,1,0,23,acept,not furnished,432,2200,45
São Paulo,274,4,5,6,0,acept,not furnished,0,11000,767
São Paulo,42,1,1,2,6,acept,furnished,595,3380,0
Porto Alegre,64,2,1,1,4,acept,not furnished,600,980,34
Rio de Janeiro,31,1,1,0,5,acept,not furnished,400,1350,67
São Paulo,74,2,1,0,2,acept,not furnished,589,2850,0
São Paulo,110,2,3,3,1,not acept,not furnished,1600,1890,0
São Paulo,20,1,1,0,5,acept,furnished,602,1800,130
Belo Horizonte,91,2,3,1,9,acept,furnished,853,2350,221
Porto Alegre,85,2,3,1,4,acept,not furnished,350,3000,125
São Paulo,42,1,1,1,13,not acept,not furnished,704,3000,192
Porto Alegre,359,3,4,2,3,acept,not furnished,2300,7000,292
Porto Alegre,89,2,1,0,4,not acept,not furnished,340,1190,0
São Paulo,50,1,1,0,0,not acept,not furnished,0,750,0
São Paulo,43,1,1,0,4,acept,not furnished,300,1600,17
São Paulo,40,1,1,1,4,not acept,furnished,620,5000,184
Campinas,42,1,1,1,13,acept,not furnished,470,1750,75
Rio de Janeiro,143,3,2,1,0,acept,not furnished,750,2058,84
Porto Alegre,140,3,1,1,11,acept,furnished,1000,4445,166
São Paulo,60,1,1,1,3,acept,not furnished,252,750,9
Rio de Janeiro,121,1,1,0,1,acept,not furnished,2000,6800,300
Porto Alegre,148,3,2,2,3,acept,furnished,2200,3990,167
Rio de Janeiro,130,4,3,0,2,acept,furnished,750,9900,141
Rio de Janeiro,35,1,1,0,1,acept,furnished,81150,4500,9900
Rio de Janeiro,85,3,2,1,17,acept,not furnished,1100,4170,225
São Paulo,40,1,1,0,0,not acept,not furnished,0,900,25
Rio de Janeiro,53,2,1,1,4,acept,furnished,365,1239,0
São Paulo,80,3,2,2,4,acept,not furnished,690,2650,92
São Paulo,77,3,3,2,0,acept,not furnished,223,2400,70
São Paulo,103,3,2,2,4,acept,furnished,1100,7550,209
Porto Alegre,78,2,2,0,7,acept,not furnished,450,1500,167
São Paulo,158,3,4,2,2,acept,not furnished,1361,2750,142
São Paulo,300,4,4,3,0,acept,not furnished,2150,13100,1500
Rio de Janeiro,65,2,1,1,16,acept,not furnished,560,1000,125
São Paulo,58,2,2,1,6,not acept,not furnished,520,2055,0
São Paulo,250,3,4,0,6,acept,not furnished,3500,5000,1334
São Paulo,440,4,4,4,11,acept,furnished,4985,10200,2849
Porto Alegre,39,1,1,1,12,acept,not furnished,500,2200,50
Porto Alegre,45,2,2,0,0,not acept,not furnished,0,1300,0
Belo Horizonte,200,4,3,3,7,acept,furnished,1350,7900,700
Porto Alegre,40,1,1,0,2,acept,furnished,180,1250,6
